age,poem_date,sex,text,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
,21. apr 2003,,Of all the friends I've ever met You're the one I won't forget. And if I die Before you do I'll go to heaven And wait for you. I'll give the angels Back their wingsAnd risk the lossOf everything Just to prove My friendship is true I'm thankful to have a friend like you Have a nice day,567,567,1.0,0.5819,"feel, make, life, day, die, live, give, thing, find, cry","['personone', 'person', 'care', 'person', 'love', 'person', 'accept', 'meone', 'person', 'understand', 'person', 'friend', 'person', 'go', 'person', 'die', 'love', 'accept', 'understand', 'oneno', 'worry', 'difficulty', 'mathematic', 'assure', 'mine', 'still', 'great', 'albert']"
,21. apr 2003,,"Dearest creature in creation, Study English pronunciation. I will teach you in my verse Sounds like corpse, corps, horse, and worse. I will keep you, Suzy, busy, Make your head with heat grow dizzy. Tear in eye, your dress will tear. So shall I! Oh hear my prayer. Just compare heart, beard, and heard, Dies and diet, lord and word, Sword and sward, retain and Britain. (Mind the latter, how it's written.) Now I surely will not plague you With such words as plaque and ague. But be careful how you speak: Say break and steak, but bleak and streak; Cloven, oven, how and low, Script, receipt, show, poem, and toe. Hear me say, devoid of trickery, Daughter, laughter, and Terpsichore, Typhoid, measles, topsails, aisles, Exiles, similes, and reviles; Scholar, vicar, and cigar, Solar, mica, war and far; One, anemone, Balmoral, Kitchen, lichen, laundry, laurel; Gertrude, German, wind and mind, Scene, Melpomene, mankind. Billet does not rhyme with ballet, Bouquet, wallet, mallet, chalet. Blood and flood are not like food, Nor is mould like should and would. Viscous, viscount, load and broad, Toward, to forward, to reward. And your pronunciation's OK When you correctly say croquet, Rounded, wounded, grieve and sieve, Friend and fiend, alive and live. Ivy, privy, famous; clamour And enamour rhyme with hammer. River, rival, tomb, bomb, comb, Doll and roll and some and home. Stranger does not rhyme with anger, Neither does devour with clangour. Souls but foul, haunt but aunt, Font, front, wont, want, grand, and grant, Shoes, goes, does. Now first say finger, And then singer, ginger, linger, Real, zeal, mauve, gauze, gouge and gauge, Marriage, foliage, mirage, and age. Query does not rhyme with very, Nor does fury sound like bury. Dost, lost, post and doth, cloth, loth. Job, nob, bosom, transom, oath. Though the differences seem little, We say actual but victual. Refer does not rhyme with deafer. Feoffer does, and zephyr, heifer. Mint, pint, senate and sedate; Dull, bull, and George ate late. Scenic, Arabic, Pacific, Science, conscience, scientific. Liberty, library, heave and heaven, Rachel, ache, moustache, eleven. We say hallowed, but allowed, People, leopard, towed, but vowed. Mark the differences, moreover, Between mover, cover, clover; Leeches, breeches, wise, precise, Chalice, but police and lice; Camel, constable, unstable, Principle, disciple, label. Petal, panel, and canal, Wait, surprise, plait, promise, pal. Worm and storm, chaise, chaos, chair, Senator, spectator, mayor. Tour, but our and succour, four. Gas, alas, and Arkansas. Sea, idea, Korea, area, Psalm, Maria, but malaria. Youth, south, southern, cleanse and clean. Doctrine, turpentine, marine. Compare alien with Italian, Dandelion and battalion. Sally with ally, yea, ye, Eye, I, ay, aye, whey, and key. Say aver, but ever, fever, Neither, leisure, skein, deceiver. Heron, granary, canary. Crevice and device and aerie. Face, but preface, not efface. Phlegm, phlegmatic, ass, glass, bass. Large, but target, gin, give, verging, Ought, out, joust and scour, scourging. Ear, but earn and wear and tear Do not rhyme with here but ere. Seven is right, but so is even, Hyphen, roughen, nephew Stephen, Monkey, donkey, Turk and jerk, Ask, grasp, wasp, and cork and work. Pronunciation – think of Psyche! Is a paling stout and spikey? Won't it make you lose your wits, Writing groats and saying grits? It's a dark abyss or tunnel: Strewn with stones, stowed, solace, gunwale, Islington and Isle of Wight, Housewife, verdict and indict. Finally, which rhymes with enough – Though, through, plough, or dough, or cough? Hiccough has the sound of cup. My advice is to give up!!! Have a nice day",568,568,0.0,0.5292,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['know', 'become', 'gentle', 'soul', 'sinful', 'son', 'happen', 'love', 'forget', 'know', 'love', 'bitter', 'taste', 'add', 'sugar', 'haste', 'sudden', 'shock', 'little', 'love', 'much', 'less', 'luck', 'give', 'hint', 'smile', 'glint', 'show', 'love', 'fool', 'big', 'ainar']"
,19. jan 2003,,"Written with a pen Sealed with a kiss If you are my friend, Please answer this: Are we friends or are we not? You told me once, but I forgot. So tell me now and tell me true, So I can say, I am here for you. Of all the friends I've ever met, You're the one I won't forget. And if I die before you do, I'll go to Heaven And wait for you. Have a nice day",569,569,0.0,0.5019,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['destructive', 'tear', 'thoughtsteare', 'fleshbreake', 'bonesripe', 'aparti', 'peacessprawle', 'groundbit', 'thoughtsremain', 'heremocke', 'become']"
,12. apr 2003,,I woke up this morningto find your pillow emptyan empty space beside mean empty space inside meyou've been gone for a long timebut I didn't notice'till this morning.,570,570,0.0,0.5097,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['stupid', 'word', 'right', 'word', 'love', 'love', 'stupid', 'love', 'much', 'fall', 'love', 'get', 'hurt', 'usual', 'pain', 'mind', 'soal', 'heart', 'stab', 'stab', 'knife', 'cut', 'mind', 'go', 'insane', 'think', 'right', 'love', 'dosen', 'rose', 'shiny', 'golden', 'ring', 'maybe', 'couple', 'child', 'fake', 'stupid', 'word', 'love', 'feeling', 'know', 'want', 'fall', 'love', 'sit', 'think', 'worth', 'stupid', 'word', 'love', 'spotta']"
, 1. sep 2001,,"umm… Eg er eiginlega svona byrjandi i thessu ljoda stussi ollu, Veit ekki alveg hvort eg a heima herna… anyway… A player gets played.Why? Why me?Why don`t you suck on someone elses bleeding heart?You`ve already ripped me open.Now leave me alone with my pain, my shame.Stay away from me!…No, no, don`t go!don`t leave me, come back!I want you,I need you,I love you.Why me?I guess I deserved itfor all the hearts that have bled for me.",571,571,1.0,0.5228,"feel, make, life, day, die, live, give, thing, find, cry","['look', 'angry', 'mind', 'look', 'furious', 'soul', 'feel', 'sorrow', 'heart', 'feel', 'love', 'blame', 'feel']"
39.0,24. mar 2003,karlmaður,"I stand on the bridgeof lonelieness I speak to the smitten soulsDanger Aproaches In the Night Am I the One to be aloneNo, It is the bird of freedomhe speaks out for allour brethrenharke, hear the song of heavenly voicesI am comingI am gone http://s65.yousendit.com/d.aspx?id=38Q2J0ZL7C0U301GU2JMHMX2EN",572,572,0.0,0.5571,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['look', 'see', 'heart', 'free', 'full', 'love', 'make', 'happy', 'see', 'maybe', 'world', 'bad', 'place', 'heart', 'let', 'heart', 'stand', 'let', 'feel', 'world', 'see', 'heart', 'ruin', 'break', 'heartbroken', 'thousund', 'peace', 'look', 'world', 'smile']"
35.0,31. maí 2001,kvenmaður,Not knowingdont knowingI will never know how it feels to be aliveI lie alonehere in my roommy mind is emtylike my lifeall i have is all i have isto wait untillthe one comesto get metake me awayaway from the painthe pain that wristsso hard in my heartOnly the one can take it awayby bringing me hatethat one is the devil let the blind man lead the way and be lost forever….,573,573,0.0,0.5156,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['sit', 'rain', 'hand', 'armed', 'tear', 'know', 'mom', 'angel', 'dress', 'white', 'smile', 'wait', 'hold', 'hand', 'whisper', 'okay']"
35.0,16. maí 2001,kvenmaður,"Why does the thought of deathThe feeling of ending this lifeThe torture, the pain, the hurtThe discomfort I cause,Why does it feel so right?But the thought of the painThe mechanics, the methodThe hows and wherefores..Why is that so beyond me,my abilities, My confidence?I know I would be better deadAll I care for is othersAll I do is hurt othersAll I want to do is leave othersTo their lives away from meIs my inability from caring?Knowing the final act of hurtThe final ability to screw othersTo give those who truly careA pain even I haven't done before?But they would recoverAnd they could see it was doneMaybe not consciously, but trulyFor the best for themAnd therefore the best for me.Is it fear that stops me?The inability to take the painI couldn't inflict on myselfThe yellow man I am,The quitter, never finishing the JobSo I carry on to conceal the feelingsTrying to do all I can for allAnd still I hurt and give painCause confusion wherever I goThat is why I pray to die. let the blind man lead the way and be lost forever….",574,574,0.0,0.6174,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['new', 'like', 'let', 'see', 'red', 'headcome', 'know', 'would', 'beat', 'leave', 'soulyou', 'see', 'mestande', 'outside', 'hear', 'meknocke', 'see', 'meholding', 'huge_fucke', 'knifeyou', 'know', 'kill', 'away', 'filledwith', 'picture', 'ugly', 'seek', 'vengence', 'right', 'decicionha', 'make', 'fate', 'see', 'mestande', 'outside', 'hear', 'meknocke', 'see', 'meholding', 'huge_fucke', 'knifeyou', 'know', 'kill', 'face', 'action', 'stayi', 'noone', 'belive', 'see', 'mestande', 'hear', 'meknocking', 'see', 'meholding', 'huge_fucke', 'know', 'kill', 'lock', 'scar', 'feel', 'poisonmy', 'fate', 'sealednow', 'still', 'smilingnow', 'stop', 'smilingcause', 'taste', 'bloodon', 'cold', 'lipsnow', 'deadand', 'go', 'away', 'motherfucker', 'poet', 'dice', 'truly', 'show', 'others_hide']"
35.0,16. maí 2001,kvenmaður,"I held the knife so close to my heart.Like a foolish child I sat and I cried,Didn't realize what I had done, what I had tried.Tears mixed with blood, falling slowly to the ground.Covered in blood, pulled myself up, in tears scribed:“To those who don't care, to those who can't see,Never Give up always thrive to be free.”Didn't know how many people would later cry.“Tried to be free, yet I see this isn't the way.”Friend at the door, ran as fast as she could.Too weak to say I'm sorry, otherwise I would.In tears, looked at the blue sad day.When you come and see this pool of blood and me,This isn't the way my life was meant to be. let the blind man lead the way and be lost forever….",575,575,0.0,0.5455,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['day', 'first', 'see', 'youi', 'remember', 'day', 'start', 'love', 'youi', 'first', 'time', 'kiss', 'thought', 'would', 'always', 'love', 'heart', 'turn', 'blackeverythe', 'fade', 'black']"
, 4. sep 2001,,"Here we are, the us of bonewe sit on life's mighty throne.But what is coming, on the horizon we seeit is our destruction, the one we brought.As we sit and as we standwatching ourselves bring want to the land.Where are now the gods of naturethe ones that keep away all evil invaders.Have they abandoned the human race.Are we not worthy of seeing their face.Have we pushed them of their old mighty throne,have we replaced them with an interesting tool.Is this new and interesting worldnothing more than a parasite on the world.Ever seeking to throw life of it's throne. TN",576,576,0.0,0.5068,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['childinnocent', 'innocent', 'grow', 'get', 'innocent', 'gentle', 'innocent', 'cutegrow', 'old']"
, 6. mar 2003,,"One day it will fly in your headthe obscurity of popping bubbles.hot tea without the cap onI wriggle by the thought of climax.Sure thing, but the spring sun glowsbut is not as hot. As the barn-backside.Glowing shots by the skyscraper lickerheading for bottoms, but bottoms are obscure.The thought of flowers and sugary plums,so distant.It fucks up the clouds.Distorted guitar swingfrom the chocolate-covered boy in the corner.A bright coloured beetle whispers to mehe asks me to sweep him up.The cracked avenger who I amhe is sweptI am left dancing with my selflistening to home-made polka. 64",577,577,1.0,0.5095,"feel, make, life, day, die, live, give, thing, find, cry","['untitled', 'mystic', 'measure', 'time', 'always', 'count', 'circlethat', 'never', 'want', 'finish', 'soulful', 'search', 'find', 'never', 'endsbut', 'never', 'find', 'intergalactic', 'intergration', 'eternitywill', 'forever', 'philosophy', 'man', 'fact', 'never', 'constant']"
35.0, 4. jan 2003,kvenmaður,I´ll give the angelsBack their wingsAnd risk the lossOf everythingJust to prove my friendship is trueto have some friends like you Ég,578,578,0.0,0.5079,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['wish', 'could', 'friend', 'forever', 'keep', 'secret', 'treasure', 'change', 'season', 'pain', 'pleasure', 'learn', 'love', 'grow', 'together', 'wish', 'could', 'friend', 'forever']"
41.0,17. júl 2001,karlmaður,See you soon on the other sideSee you soonI come to you as you once were in my mindYou as I rememberSo caring so calmEverything for your ownI miss those years I knew you I regret those years I left youSee you on the other side _______________________,579,579,0.0,0.5942,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['today', 'let', 'go', 'pastand', 'wipe', 'slate', 'clean', 'today', 'forgive', 'didor', 'true', 'happinessor', 'true', 'happiness', 'other', 'today', 'live', 'learn', 'new', 'today', 'lay', 'know', 'free', 'today', 'start', 'scratchand', 'make', 'dream', 'idealscome', 'true', 'today', 'wonderful', 'dayfor', 'bring', 'thanking', 'godfor', 'today', 'beautiful', 'gift', 'offorgiveness', 'freedom', 'creation', 'hope', 'love', 'joy', 'today', 'truly', 'rich']"
41.0,17. júl 2001,karlmaður,"NothingSo small the world iswhen I am so highThe people calmdown there,going on with their worktheir endless workI quit, I jumpThe wind grips my clothestearing them into shredsas I fall towards themThose who I once knewto those I once lovedTo the one I wascloser,nothing _______________________",580,580,1.0,0.5007,"feel, make, life, day, die, live, give, thing, find, cry","['can', 'see', 'light', 'reality', 'stick', 'shadow', 'flicker', 'triangle', 'frozen', 'moment', 'daily', 'basic', 'keep', 'stare', 'kill', 'time', 'thought', 'kill', 'moment', 'future', 'get', 'answear', 'wake', 'sleep', 'die', 'fade', 'fucking', 'disappearing', 'touch', 'cause', 'fuck', 'try', 'stay', 'awakeso', 'will', 'fall', 'think', 'want', 'see', 'never', 'see', 'real', 'keep', 'clear', 'keep', 'go', 'stay', 'awakelight', 'wheel', 'onthe', 'hatred', 'keep', 'still', 'awake', 'memory', 'can', 'like', 'restwhy', 'suffer', 'thought', 'end', 'planning', 'voice', 'tell', 'strongam', 'weak', 'becouse', 'think', 'think', 'ask', 'point', 'still', 'important', 'mewrite', 'note', 'mestick', 'die', 'live', 'silently', 'walk', 'forwardgette', 'thing', 'thought', 'kill', 'memake', 'mind', 'bleed', 'feel', 'nature', 'growwaite', 'seealone', 'middle', 'love', 'darling', 'see', 'let', 'alone', 'can', 'handle', 'simple', 'clonesall', 'thinking', 'brainkille', 'would', 'mistake', 'humanity', 'mankind', 'tell', 'story', 'thing', 'forgottenam', 'tell', 'story', 'dirty', 'clean', 'matter', 'person', 'stop', 'hear', 'first', 'time', 'head', 'explode', 'annoying', 'thisact', 'sorry', 'pissed', 'moment', 'caugh', 'feel', 'sorry', 'say', 'feel', 'sorry', 'know', 'againcan', 'trust', 'even', 'lie', 'silent']"
